strain	accession	type	subtype	year	database	wic_role	virus_measurement_count	reference_measurement_count
SW/IT/14072/1995		A	H3N2	1995		virus_and_reference	10	11
SW/IT/1477/1996		A	H3N2	1996		virus_and_reference	40	42
SW/IT/1523/1998		A	H3N2	1998		virus_and_reference	40	43
SW/IT/636/1987		A	H3N2	1987		virus_and_reference	31	33
SW/OMS/3633/1984		A	H3N2	1984		virus_and_reference	66	89
SW/TAIWAN/7310/1970		A	H3N2	1970		virus_and_reference	42	45
SW/UK/119404/1991		A	H3N2	1991		virus_and_reference	35	38
TERN/SOUTHAFRICA/1/1961		A	H3N2	1961		virus_and_reference	29	24
X157		A	H3N2			virus_and_reference	10	42
X157A		A	H3N2			virus_and_reference	10	42
X157B		A	H3N2			virus_and_reference	10	42
A/ABERDEEN/300007/1998		A	H3N2	1998		virus_only	5	0
A/ABERDEEN/300020/1999		A	H3N2	1999		virus_only	5	0
A/ABERDEEN/300105/1999		A	H3N2	1999		virus_only	5	0
A/ABERDEEN/300676/1998		A	H3N2	1998		virus_only	6	0
A/ABERDEEN/300677/1998		A	H3N2	1998		virus_only	6	0
A/ABIDJAN/456/2021		A	H3N2	2021		virus_only	10	0
A/ABOBO/GR628/2012		A	H3N2	2012		virus_only	11	0
A/ABUDHABI/240/2018		A	H3N2	2018		virus_only	8	0
A/ACORES/SU43/2012		A	H3N2	2012		virus_only	22	0
A/ACORESPT/11/2013		A	H3N2	2013		virus_only	11	0
A/ADANA/11/2014		A	H3N2	2014		virus_only	9	0
A/ADANA/111/2014		A	H3N2	2014		virus_only	9	0
A/ADANA/116/2014		A	H3N2	2014		virus_only	9	0
A/ADANA/117/2014		A	H3N2	2014		virus_only	9	0
A/ADANA/199/2014		A	H3N2	2014		virus_only	9	0
A/ADANA/223/2014		A	H3N2	2014		virus_only	9	0
A/ADANA/234/2014		A	H3N2	2014		virus_only	9	0
A/ADANA/363/2014		A	H3N2	2014		virus_only	19	0
A/ADANA/4168/2013		A	H3N2	2013		virus_only	9	0
A/ADANA/4211/2013		A	H3N2	2013		virus_only	9	0
A/ADANA/66/2014		A	H3N2	2014		virus_only	9	0
A/ADANA/9/2014		A	H3N2	2014		virus_only	9	0
A/ADANA/TR53/2011		A	H3N2	2011		virus_only	8	0
A/ADIYAMAN/230/2014		A	H3N2	2014		virus_only	18	0
A/ADJAME/GR1272/2011		A	H3N2	2011		virus_only	9	0
A/ADJAME/GR1327/2011		A	H3N2	2011		virus_only	9	0
A/ADJAME/GR429/2012		A	H3N2	2012		virus_only	11	0
A/ADJAME/GR490/2012		A	H3N2	2012		virus_only	11	0
A/ADJAME/GR765/2011		A	H3N2	2011		virus_only	9	0
A/AGADIR/422/2005		A	H3N2	2005		virus_only	9	0
A/AGADIR/87/2011		A	H3N2	2011		virus_only	9	0
A/AGNIBILEKROU/GR503/2012		A	H3N2	2012		virus_only	11	0
A/AGNIBILEKROU/GR504/2012		A	H3N2	2012		virus_only	11	0
A/AGNIBILEKROU/GR508/2012		A	H3N2	2012		virus_only	11	0
A/AGNIBILEKROU/GR509/2012		A	H3N2	2012		virus_only	11	0
A/AICHI/51/1992		A	H3N2	1992		virus_only	7	0
A/AICHI/97/1999		A	H3N2	1999		virus_only	6	0
A/AIXENPROVENCE/2846/2013		A	H3N2	2013		virus_only	9	0
A/AKITA/4/1993		A	H3N2	1993		virus_only	17	0
A/AKMOLINSK/145/2017		A	H3N2	2017		virus_only	8	0
A/AKSARAY/4048/2016		A	H3N2	2016		virus_only	13	0
A/AKTOBE/2935/2013		A	H3N2	2013		virus_only	11	0
A/AKTOBE/2941/2013		A	H3N2	2013		virus_only	11	0
A/ALABAMA/05/2010		A	H3N2	2010		virus_only	10	0
A/ALASKA/05/2010#NEW		A	H3N2			virus_only	10	0
A/ALASKA/10/1995		A	H3N2	1995		virus_only	6	0
A/ALASKA/232/2015		A	H3N2	2015		virus_only	12	0
A/ALASKA/5/2010@IVR161		A	H3N2			virus_only	12	0
A/ALASKA/5/2010@NIB77		A	H3N2			virus_only	37	0
A/ALBANIA/1/1990		A	H3N2	1990		virus_only	7	0
A/ALBANIA/2/1990		A	H3N2	1990		virus_only	7	0
A/ALBANIA/20/2003		A	H3N2	2003		virus_only	6	0
A/ALBANIA/234/2009		A	H3N2	2009		virus_only	18	0
A/ALBANIA/250/2009		A	H3N2	2009		virus_only	18	0
A/ALBANIA/4869/2014		A	H3N2	2014		virus_only	9	0
A/ALBANIA/4979/2014		A	H3N2	2014		virus_only	9	0
A/ALBANIA/5/1990		A	H3N2	1990		virus_only	7	0
A/ALBANIA/6/1990		A	H3N2	1990		virus_only	7	0
A/ALBANIA/7/1990		A	H3N2	1990		virus_only	7	0
A/ALBANIA/8/1990		A	H3N2	1990		virus_only	7	0
A/ALBANIA/9142/2019		A	H3N2	2019		virus_only	8	0
A/ALBORZ/96/2012		A	H3N2	2012		virus_only	17	0
A/ALGERIA/1/2005		A	H3N2	2005		virus_only	8	0
A/ALGERIA/277/2013		A	H3N2	2013		virus_only	10	0
A/ALGERIA/288/2003		A	H3N2	2003		virus_only	6	0
A/ALGERIA/301/2003		A	H3N2	2003		virus_only	6	0
A/ALGERIA/303/2003		A	H3N2	2003		virus_only	6	0
A/ALGERIA/453/2006		A	H3N2	2006		virus_only	20	0
A/ALGERIA/G04/2005		A	H3N2	2005		virus_only	7	0
A/ALGERIA/G04/2011		A	H3N2	2011		virus_only	9	0
A/ALGERIA/G05/2011		A	H3N2	2011		virus_only	9	0
A/ALGERIA/G10/2011		A	H3N2	2011		virus_only	9	0
A/ALGERIA/G120/2009		A	H3N2	2009		virus_only	16	0
A/ALGERIA/G138/2006		A	H3N2	2006		virus_only	10	0
A/ALGERIA/G155/2009		A	H3N2	2009		virus_only	9	0
A/ALGERIA/G157/2009		A	H3N2	2009		virus_only	9	0
A/ALGERIA/G17/2006		A	H3N2	2006		virus_only	10	0
A/ALGERIA/G184/2009		A	H3N2	2009		virus_only	9	0
A/ALGERIA/G191/2009		A	H3N2	2009		virus_only	9	0
A/ALGERIA/G202/2009		A	H3N2	2009		virus_only	16	0
A/ALGERIA/G208/2009		A	H3N2	2009		virus_only	16	0
A/ALGERIA/G216/2009		A	H3N2	2009		virus_only	16	0
A/ALGERIA/G217/2009		A	H3N2	2009		virus_only	16	0
A/ALGERIA/G273/2006		A	H3N2	2006		virus_only	10	0
A/ALGERIA/G36/2011		A	H3N2	2011		virus_only	9	0
A/ALGERIA/G46/2009		A	H3N2	2009		virus_only	10	0
A/ALGIERS/04/1999		A	H3N2	1999		virus_only	6	0
A/ALGIERS/08/2014		A	H3N2	2014		virus_only	12	0
A/ALGIERS/1/1999		A	H3N2	1999		virus_only	6	0
A/ALGIERS/107/2012		A	H3N2	2012		virus_only	22	0
A/ALGIERS/120/2012		A	H3N2	2012		virus_only	22	0
A/ALGIERS/16/1998		A	H3N2	1998		virus_only	6	0
A/ALGIERS/368/2020		A	H3N2	2020		virus_only	9	0
A/ALICESPRINGS/1/1990		A	H3N2	1990		virus_only	8	0
A/ALICESPRINGS/1/1991		A	H3N2	1991		virus_only	6	0
A/ALMATY/2848/2013		A	H3N2	2013		virus_only	11	0
A/ALMATY/2859/2013		A	H3N2	2013		virus_only	11	0
A/ALMATY/2871/2013		A	H3N2	2013		virus_only	11	0
A/ALMATY/2878/2013		A	H3N2	2013		virus_only	11	0
A/ALMATY/2880/2013		A	H3N2	2013		virus_only	11	0
A/ALMATY/2901/2013		A	H3N2	2013		virus_only	11	0
A/ALMATY/2926/2013		A	H3N2	2013		virus_only	11	0
A/ALMATY/2927/2013		A	H3N2	2013		virus_only	11	0
A/ALMATY/2929/2013		A	H3N2	2013		virus_only	11	0
A/ALMATY/2944/2013		A	H3N2	2013		virus_only	11	0
A/ALMATY/2946/2013		A	H3N2	2013		virus_only	11	0
A/ALMATY/2952/2013		A	H3N2	2013		virus_only	11	0
A/ALMATY/2955/2013		A	H3N2	2013		virus_only	11	0
A/ALMATY/2956/2013		A	H3N2	2013		virus_only	11	0
A/ALMATY/2958/2013@NIB85A		A	H3N2			virus_only	24	0
A/ALSACE/1571/2015		A	H3N2	2015		virus_only	14	0
A/ALSACE/3215/2016		A	H3N2	2016		virus_only	12	0
A/ALSACE/889/2012		A	H3N2	2012		virus_only	10	0
A/AMERICANSAMOA/4786/2013		A	H3N2	2013		virus_only	18	0
A/ANDALUCIA/RR1014/2002		A	H3N2	2002		virus_only	6	0
A/ANDALUCIA/RR8942/2011		A	H3N2	2011		virus_only	9	0
A/ANDALUCIA/RR8946/2011		A	H3N2	2011		virus_only	9	0
A/ANDALUCIA/RR8947/2011		A	H3N2	2011		virus_only	9	0
A/ANDALUCIA/RR8949/2011		A	H3N2	2011		virus_only	9	0
A/ANDALUCIA/RR8952/2011		A	H3N2	2011		virus_only	9	0
A/ANDALUCIA/RR8953/2011		A	H3N2	2011		virus_only	9	0
A/ANKARA/1050/2017		A	H3N2	2017		virus_only	8	0
A/ANKARA/1110/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/1324/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/1346/1999		A	H3N2	1999		virus_only	6	0
A/ANKARA/1352/1999		A	H3N2	1999		virus_only	6	0
A/ANKARA/1353/1999		A	H3N2	1999		virus_only	6	0
A/ANKARA/1356/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/1366/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/1373/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/1375/1999		A	H3N2	1999		virus_only	6	0
A/ANKARA/1388/1999		A	H3N2	1999		virus_only	6	0
A/ANKARA/1393/1999		A	H3N2	1999		virus_only	6	0
A/ANKARA/1396/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/1404/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/1410/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/1420/1999		A	H3N2	1999		virus_only	6	0
A/ANKARA/1429/1999		A	H3N2	1999		virus_only	6	0
A/ANKARA/1431/1999		A	H3N2	1999		virus_only	6	0
A/ANKARA/1439/1999		A	H3N2	1999		virus_only	6	0
A/ANKARA/1440/1999		A	H3N2	1999		virus_only	6	0
A/ANKARA/1907/2016		A	H3N2	2016		virus_only	12	0
A/ANKARA/22/2018		A	H3N2	2018		virus_only	8	0
A/ANKARA/221/2014		A	H3N2	2014		virus_only	9	0
A/ANKARA/23/2014		A	H3N2	2014		virus_only	18	0
A/ANKARA/266/2014		A	H3N2	2014		virus_only	18	0
A/ANKARA/34/2014		A	H3N2	2014		virus_only	9	0
A/ANKARA/3653/2013		A	H3N2	2013		virus_only	18	0
A/ANKARA/3727/2013		A	H3N2	2013		virus_only	18	0
A/ANKARA/3804/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/3805/2013		A	H3N2	2013		virus_only	18	0
A/ANKARA/3851/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/3879/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/3937/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/4084/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/4142/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/4187/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/4227/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/4236/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/4247/2013		A	H3N2	2013		virus_only	9	0
A/ANKARA/5/2014		A	H3N2	2014		virus_only	9	0
A/ANKARA/TR04/2011		A	H3N2	2011		virus_only	20	0
A/ANKARA/TR46/2010		A	H3N2	2010		virus_only	8	0
A/ANKARA/TR49/2011		A	H3N2	2011		virus_only	8	0
A/ANKIRI/TR56/2011		A	H3N2	2011		virus_only	7	0
A/ANNARBOR/1/1993		A	H3N2	1993		virus_only	6	0
A/ANNECY/1140/2005		A	H3N2	2005		virus_only	9	0
A/ANNECY/1145/2005		A	H3N2	2005		virus_only	9	0
A/ANNECY/1147/2005		A	H3N2	2005		virus_only	9	0
A/ANNECY/2806/2012		A	H3N2	2012		virus_only	11	0
A/ANNECY/2809/2013		A	H3N2	2013		virus_only	11	0
A/ANTALYA/1083/2013		A	H3N2	2013		virus_only	9	0
A/ANTALYA/1183/2014@9		A	H3N2			virus_only	11	0
A/ANTALYA/204/2011		A	H3N2	2011		virus_only	9	0
A/ANTALYA/214/2011		A	H3N2	2011		virus_only	9	0
A/ANTALYA/251/2013		A	H3N2	2013		virus_only	9	0
A/ANTALYA/3/2018		A	H3N2	2018		virus_only	9	0
A/ANTALYA/3562/2016		A	H3N2	2016		virus_only	12	0
A/ANTALYA/4/2018		A	H3N2	2018		virus_only	9	0
A/ANTALYA/479/2006		A	H3N2	2006		virus_only	7	0
A/ANTALYA/568/2006		A	H3N2	2006		virus_only	7	0
A/ANTALYA/7/2018		A	H3N2	2018		virus_only	9	0
A/ANTALYA/TR48/2010		A	H3N2	2010		virus_only	3	0
A/ANTALYA/TR55/2011		A	H3N2	2011		virus_only	4	0
A/ANTANANARIVO/3487/2012		A	H3N2	2012		virus_only	11	0
A/ANTANANARIVO/3575/2012		A	H3N2	2012		virus_only	11	0
A/ANTANANARIVO/3635/2012		A	H3N2	2012		virus_only	11	0
A/ANTANANARIVO/3669/2012		A	H3N2	2012		virus_only	11	0
A/ANTANANARIVO/3892/2012		A	H3N2	2012		virus_only	12	0
A/ANTANANARIVO/4906/2012		A	H3N2	2012		virus_only	12	0
A/ANTSIRABE/2096/2017		A	H3N2	2017		virus_only	6	0
A/ANTSIRABE/2267/2016		A	H3N2	2016		virus_only	13	0
A/ANTSIRABE/289/2015		A	H3N2	2015		virus_only	11	0
A/ANTSIRABE/3733/2012		A	H3N2	2012		virus_only	12	0
A/ANTSIRABE/3734/2012		A	H3N2	2012		virus_only	12	0
A/AOMORI/43/2004		A	H3N2	2004		virus_only	7	0
A/AOSTA/1/1999		A	H3N2	1999		virus_only	5	0
A/AQUILA/1/2005		A	H3N2	2005		virus_only	10	0
A/ARAGON/13140/2020		A	H3N2	2020		virus_only	9	0
A/ARAGON/13141/2020		A	H3N2	2020		virus_only	9	0
A/ARAGON/1548/2013		A	H3N2	2013		virus_only	9	0
A/ARAGON/2031/2014		A	H3N2	2014		virus_only	10	0
A/ARAGON/2062/2014		A	H3N2	2014		virus_only	10	0
A/ARAGON/2102/2014		A	H3N2	2014		virus_only	10	0
A/ARAGON/266/2014		A	H3N2	2014		virus_only	9	0
A/ARAGON/271/2014		A	H3N2	2014		virus_only	9	0
A/ARAGON/RR1734/2004		A	H3N2	2004		virus_only	17	0
A/ARAGON/RR3438/2008		A	H3N2	2008		virus_only	18	0
A/ARAGON/RR3442/2009		A	H3N2	2009		virus_only	18	0
A/ARAGON/RR3443/2009		A	H3N2	2009		virus_only	18	0
A/ARAGON/RR8907/2011		A	H3N2	2011		virus_only	9	0
A/ARAGON/RR9056/2012		A	H3N2	2012		virus_only	9	0
A/ARGENTINA/10/2001		A	H3N2	2001		virus_only	6	0
A/ARGENTINA/127R/1998		A	H3N2	1998		virus_only	6	0
A/ARGENTINA/13R/1998		A	H3N2	1998		virus_only	6	0
A/ARGENTINA/254R/1998		A	H3N2	1998		virus_only	6	0
A/ARGENTINA/270R/1998		A	H3N2	1998		virus_only	6	0
A/ARGENTINA/272R/1998		A	H3N2	1998		virus_only	6	0
A/ARGENTINA/274R/1998		A	H3N2	1998		virus_only	6	0
A/ARGENTINA/T28/1998		A	H3N2	1998		virus_only	8	0
A/ARGENTINA/V185/1998		A	H3N2	1998		virus_only	5	0
A/ARGENTINA/V191/1998		A	H3N2	1998		virus_only	8	0
A/ARGENTINA/V235/1998		A	H3N2	1998		virus_only	8	0
A/ARGENTINA/V425/1998		A	H3N2	1998		virus_only	6	0
A/ARGENTINA/V541/1998		A	H3N2	1998		virus_only	6	0
A/ARGENTINA/V584/1998		A	H3N2	1998		virus_only	6	0
A/ARGENTINA/V651/1998		A	H3N2	1998		virus_only	5	0
A/ARGENTINA/V690/1998		A	H3N2	1998		virus_only	6	0
A/ARGENTINA/V694/1998		A	H3N2	1998		virus_only	6	0
A/ARGENTINA/V793/1998		A	H3N2	1998		virus_only	5	0
A/ARGES/126697/2012		A	H3N2	2012		virus_only	11	0
A/ARGES/14803059/2016		A	H3N2	2016		virus_only	12	0
A/ARIZONA/13/2010		A	H3N2	2010		virus_only	8	0
A/ARKANGELSK/262/1999		A	H3N2	1999		virus_only	5	0
A/ARMENIA/1/2017		A	H3N2	2017		virus_only	9	0
A/ARMENIA/10/2017		A	H3N2	2017		virus_only	9	0
A/ARMENIA/11/2017		A	H3N2	2017		virus_only	9	0
A/ARMENIA/12/2017		A	H3N2	2017		virus_only	9	0
A/ARMENIA/13/2019		A	H3N2	2019		virus_only	4	0
A/ARMENIA/15/2019		A	H3N2	2019		virus_only	4	0
A/ARMENIA/2298/2016		A	H3N2	2016		virus_only	12	0
A/ARMENIA/2363/2016		A	H3N2	2016		virus_only	12	0
A/ARMENIA/3/2017		A	H3N2	2017		virus_only	9	0
A/ARMENIA/4/2017		A	H3N2	2017		virus_only	9	0
A/ARMENIA/501/2019		A	H3N2	2019		virus_only	10	0
A/ARMENIA/91/2019		A	H3N2	2019		virus_only	8	0
A/ARMENIA/941/2019		A	H3N2	2019		virus_only	10	0
A/ARRAS/165/2000		A	H3N2	2000		virus_only	6	0
A/ASTRAHKAN/25/2014		A	H3N2	2014		virus_only	10	0
A/ASTRAHKAN/26/2014		A	H3N2	2014		virus_only	10	0
A/ASTRAKHAN/1/2013		A	H3N2	2013		virus_only	11	0
A/ASTRAKHAN/103/2006		A	H3N2	2006		virus_only	9	0
A/ASTRAKHAN/12/2007		A	H3N2	2007		virus_only	10	0
A/ASTRAKHAN/150/2006		A	H3N2	2006		virus_only	9	0
A/ASTRAKHAN/172/2006		A	H3N2	2006		virus_only	9	0
A/ASTRAKHAN/2/2009		A	H3N2	2009		virus_only	9	0
A/ASTRAKHAN/2/2013		A	H3N2	2013		virus_only	1	0
A/ASTRAKHAN/319/2006		A	H3N2	2006		virus_only	9	0
A/ASTRAKHAN/32/2017		A	H3N2	2017		virus_only	10	0
A/ASTRAKHAN/40/2007		A	H3N2	2007		virus_only	10	0
A/ASTRAKHAN/60/2007		A	H3N2	2007		virus_only	10	0
A/ASTRAKHAN/65/2012		A	H3N2	2012		virus_only	9	0
A/ASTRAKHAN/8/2007		A	H3N2	2007		virus_only	10	0
A/ASTRAKHAN/8/2009		A	H3N2	2009		virus_only	9	0
A/ASTURIAS/15059/2014		A	H3N2	2014		virus_only	10	0
A/ASTURIAS/R204/1997		A	H3N2	1997		virus_only	6	0
A/ASTURIAS/R208/1997		A	H3N2	1997		virus_only	6	0
A/ASTURIAS/R211/1997		A	H3N2	1997		virus_only	6	0
A/ASTURIAS/RR1788/2005		A	H3N2	2005		virus_only	7	0
A/ASUNCION/918/2001		A	H3N2	2001		virus_only	6	0
A/ASWAN/39/2009		A	H3N2	2009		virus_only	9	0
A/ATHENS/1/1998		A	H3N2	1998		virus_only	6	0
A/ATHENS/1/2005		A	H3N2	2005		virus_only	9	0
A/ATHENS/108/2011		A	H3N2	2011		virus_only	8	0
A/ATHENS/125/2012		A	H3N2	2012		virus_only	9	0
A/ATHENS/131/2012		A	H3N2	2012		virus_only	9	0
A/ATHENS/1342012		A	H3N2			virus_only	9	0
A/ATHENS/14/2009		A	H3N2	2009		virus_only	8	0
A/ATHENS/14/2013		A	H3N2	2013		virus_only	55	0
A/ATHENS/15/2009		A	H3N2	2009		virus_only	8	0
A/ATHENS/16/1998		A	H3N2	1998		virus_only	4	0
A/ATHENS/165/2012		A	H3N2	2012		virus_only	9	0
A/ATHENS/166/2012		A	H3N2	2012		virus_only	9	0
A/ATHENS/173/2012		A	H3N2	2012		virus_only	9	0
A/ATHENS/1848/2019		A	H3N2	2019		virus_only	9	0
A/ATHENS/19/2009		A	H3N2	2009		virus_only	8	0
A/ATHENS/193/2012		A	H3N2	2012		virus_only	9	0
A/ATHENS/19605		A	H3N2			virus_only	9	0
A/ATHENS/2/1997		A	H3N2	1997		virus_only	6	0
A/ATHENS/208/2012		A	H3N2	2012		virus_only	9	0
A/ATHENS/209/2012		A	H3N2	2012		virus_only	9	0
A/ATHENS/21/2009		A	H3N2	2009		virus_only	8	0
A/ATHENS/23/1997		A	H3N2	1997		virus_only	6	0
A/ATHENS/237/2012		A	H3N2	2012		virus_only	9	0
A/ATHENS/24/2009		A	H3N2	2009		virus_only	8	0
A/ATHENS/248/2012		A	H3N2	2012		virus_only	9	0
A/ATHENS/3/2005		A	H3N2	2005		virus_only	9	0
A/ATHENS/341/2018		A	H3N2	2018		virus_only	8	0
A/ATHENS/496/2017		A	H3N2	2017		virus_only	12	0
A/ATHENS/499/2017		A	H3N2	2017		virus_only	12	0
A/ATHENS/510/2017		A	H3N2	2017		virus_only	12	0
A/ATHENS/563/2017		A	H3N2	2017		virus_only	12	0
A/ATHENS/566/2017		A	H3N2	2017		virus_only	12	0
A/ATHENS/59/2012		A	H3N2	2012		virus_only	9	0
A/ATHENS/62/2012		A	H3N2	2012		virus_only	9	0
A/ATHENS/73/2012		A	H3N2	2012		virus_only	9	0
A/ATHENS/79/2012		A	H3N2	2012		virus_only	9	0
A/ATHENS/8/1998		A	H3N2	1998		virus_only	4	0
A/ATHENS/82/2009		A	H3N2	2009		virus_only	8	0
A/ATHENS/84/2020		A	H3N2	2020		virus_only	9	0
A/ATTECOUBE/GR1099/2011		A	H3N2	2011		virus_only	8	0
A/ATTECOUBE/GR1103/2011		A	H3N2	2011		virus_only	17	0
A/ATTECOUBE/GR1241/2011		A	H3N2	2011		virus_only	8	0
A/ATTECOUBE/GR485/2012		A	H3N2	2012		virus_only	11	0
A/ATTECOUBE/GR555/2012		A	H3N2	2012		virus_only	11	0
A/ATTECOUBE/GR560/2012		A	H3N2	2012		virus_only	20	0
A/ATTECOUBE/GR570/2012		A	H3N2	2012		virus_only	11	0
A/ATTECOUBE/GR579/2012		A	H3N2	2012		virus_only	11	0
A/ATTECOUBE/GR619/2012		A	H3N2	2012		virus_only	11	0
A/ATTECOUBE/GR741/2012		A	H3N2	2012		virus_only	11	0
A/ATTECOUBE/GR97/2012		A	H3N2	2012		virus_only	29	0
A/AUBENAS/2399/2017		A	H3N2	2017		virus_only	8	0
A/AUCKLAND/13/2002		A	H3N2	2002		virus_only	5	0
A/AUCKLAND/16/1998		A	H3N2	1998		virus_only	6	0
A/AUCKLAND/16/1999@FS		A	H3N2			virus_only	20	0
A/AUCKLAND/16/2003		A	H3N2	2003		virus_only	8	0
A/AUCKLAND/169/1999		A	H3N2	1999		virus_only	20	0
A/AUCKLAND/19/1996		A	H3N2	1996		virus_only	6	0
A/AUCKLAND/19/1997		A	H3N2	1997		virus_only	16	0
A/AUCKLAND/20/1996		A	H3N2	1996		virus_only	5	0
A/AUCKLAND/20/1997		A	H3N2	1997		virus_only	18	0
A/AUCKLAND/22/2003		A	H3N2	2003		virus_only	8	0
A/AUCKLAND/28/1999@FS		A	H3N2			virus_only	20	0
A/AUCKLAND/3/1994		A	H3N2	1994		virus_only	8	0
A/AUCKLAND/4/1996		A	H3N2	1996		virus_only	8	0
A/AUCKLAND/44/1998		A	H3N2	1998		virus_only	6	0
A/AUCKLAND/5/1992		A	H3N2	1992		virus_only	11	0
A/AUCKLAND/5/1996		A	H3N2	1996		virus_only	19	0
A/AUCKLAND/5/1997		A	H3N2	1997		virus_only	9	0
A/AUCKLAND/6/2003		A	H3N2	2003		virus_only	8	0
A/AUCKLAND/6/2014		A	H3N2	2014		virus_only	5	0
A/AUCKLAND/7/1997		A	H3N2	1997		virus_only	18	0
A/AUCKLAND/70/1996		A	H3N2	1996		virus_only	6	0
A/AUCKLAND/8/1996		A	H3N2	1996		virus_only	5	0
A/AUCKLAND/9/1993		A	H3N2	1993		virus_only	6	0
A/AUCKLAND/9/1996		A	H3N2	1996		virus_only	8	0
A/AUCKLAND/9/1997		A	H3N2	1997		virus_only	16	0
A/AUSTRIA/1012/1999		A	H3N2	1999		virus_only	6	0
A/AUSTRIA/10327/1999		A	H3N2	1999		virus_only	5	0
A/AUSTRIA/10328/1999		A	H3N2	1999		virus_only	5	0
A/AUSTRIA/10624/1999		A	H3N2	1999		virus_only	5	0
A/AUSTRIA/10816/1999		A	H3N2	1999		virus_only	5	0
A/AUSTRIA/10861/1999		A	H3N2	1999		virus_only	5	0
A/AUSTRIA/10869/1999		A	H3N2	1999		virus_only	5	0
A/AUSTRIA/10905/1999		A	H3N2	1999		virus_only	5	0
A/AUSTRIA/10909/1999		A	H3N2	1999		virus_only	5	0
A/AUSTRIA/1102969/2018		A	H3N2	2018		virus_only	9	0
A/AUSTRIA/1113943/2018		A	H3N2	2018		virus_only	8	0
A/AUSTRIA/1114171/2019		A	H3N2	2019		virus_only	8	0
A/AUSTRIA/1114682/2019		A	H3N2	2019		virus_only	8	0
A/AUSTRIA/1115342/2019		A	H3N2	2019		virus_only	8	0
A/AUSTRIA/1115877/2019		A	H3N2	2019		virus_only	8	0
A/AUSTRIA/1117352/2019		A	H3N2	2019		virus_only	8	0
A/AUSTRIA/1117700/2019		A	H3N2	2019		virus_only	8	0
A/AUSTRIA/1120261/2019		A	H3N2	2019		virus_only	8	0
A/AUSTRIA/1121450/2019		A	H3N2	2019		virus_only	8	0
A/AUSTRIA/1121454/2019		A	H3N2	2019		virus_only	8	0
A/AUSTRIA/1121455/2019		A	H3N2	2019		virus_only	8	0
A/AUSTRIA/1129536/2019		A	H3N2	2019		virus_only	8	0
A/AUSTRIA/134117/2003		A	H3N2	2003		virus_only	12	0
A/AUSTRIA/134201/2003		A	H3N2	2003		virus_only	12	0
A/AUSTRIA/134204/2003		A	H3N2	2003		virus_only	6	0
A/AUSTRIA/134205/2003		A	H3N2	2003		virus_only	6	0
A/AUSTRIA/134231/2003		A	H3N2	2003		virus_only	6	0
A/AUSTRIA/134419/2003		A	H3N2	2003		virus_only	12	0
A/AUSTRIA/134421/2003		A	H3N2	2003		virus_only	6	0
A/AUSTRIA/134602/2003		A	H3N2	2003		virus_only	12	0
A/AUSTRIA/134850/2004		A	H3N2	2004		virus_only	6	0
A/AUSTRIA/134854/2004		A	H3N2	2004		virus_only	12	0
A/AUSTRIA/134929/2003		A	H3N2	2003		virus_only	6	0
A/AUSTRIA/134953/2004		A	H3N2	2004		virus_only	6	0
A/AUSTRIA/157/1997		A	H3N2	1997		virus_only	4	0
A/AUSTRIA/1738/1999		A	H3N2	1999		virus_only	5	0
A/AUSTRIA/198/1997		A	H3N2	1997		virus_only	4	0
A/AUSTRIA/200/1997		A	H3N2	1997		virus_only	4	0
A/AUSTRIA/202513/2005		A	H3N2	2005		virus_only	10	0
A/AUSTRIA/204237/2005		A	H3N2	2005		virus_only	10	0
A/AUSTRIA/205393/2005		A	H3N2	2005		virus_only	10	0
A/AUSTRIA/207248/2005		A	H3N2	2005		virus_only	10	0
A/AUSTRIA/207265/2005		A	H3N2	2005		virus_only	10	0
A/AUSTRIA/208007/2005		A	H3N2	2005		virus_only	10	0
A/AUSTRIA/209122/2005		A	H3N2	2005		virus_only	7	0
A/AUSTRIA/211545/2005		A	H3N2	2005		virus_only	7	0
A/AUSTRIA/219/1997		A	H3N2	1997		virus_only	4	0
A/AUSTRIA/236/1997		A	H3N2	1997		virus_only	4	0
A/AUSTRIA/277405/2006		A	H3N2	2006		virus_only	7	0
A/AUSTRIA/277410/2006		A	H3N2	2006		virus_only	7	0
A/AUSTRIA/278041/2006		A	H3N2	2006		virus_only	7	0
A/AUSTRIA/281/1997		A	H3N2	1997		virus_only	4	0
A/AUSTRIA/282/1997		A	H3N2	1997		virus_only	4	0
