query_strain	Isolate_Name	Isolate_Id	Collection_Date	Location	Host	metadata_file
A/BADEN WURTTEMBERG/95/2020	A/Baden-Wurttemberg/95/2020	EPI_ISL_477397	2020-02-10	Europe / Germany	Human	gisaid_meta_2020-21.xls
A/BALEARES/14037/2013	A/Baleares/14037/2013	EPI_ISL_155889	2013-12-29	Europe / Spain	Human	gisaid_meta_2011-2014.xls
A/BALEARES/14037/2013	A/Baleares/14037/2013	EPI_ISL_157307	2013-12-29	Europe / Spain / Balearic Islands	Human	gisaid_meta_2011-2014.xls
A/BALEARES/1498/2013	A/Baleares/1498/2013	EPI_ISL_152893	2013-11-29	Europe / Spain / Balearic Islands	Human	gisaid_meta_2011-2014.xls
A/BALEARES/1498/2013	A/Baleares/1498/2013	EPI_ISL_153154	2013-11-29	Europe / Spain	Human	gisaid_meta_2011-2014.xls
A/BALEARES/1498/2013	A/Baleares/1498/2013	EPI_ISL_153704	2013-11-29	Europe / Spain	Human	gisaid_meta_2011-2014.xls
A/BALEARES/1521/2013	A/Baleares/1521/2013	EPI_ISL_153234	2013-12-07	Europe / Spain / Balearic Islands	Human	gisaid_meta_2011-2014.xls
A/BALEARES/1521/2013	A/Baleares/1521/2013	EPI_ISL_153705	2013-12-07	Europe / Spain	Human	gisaid_meta_2011-2014.xls
A/BALEARES/1521/2013	A/Baleares/1521/2013	EPI_ISL_155735	2013-12-07	Europe / Spain / Balearic Islands	Human	gisaid_meta_2011-2014.xls
A/BANGKOK/1/1979	A/Bangkok/1/1979	EPI_ISL_115698	1979	Asia / Thailand	Human	gisaid_meta_2010.xls
A/BANGKOK/1/1979	A/Bangkok/1/1979	EPI_ISL_122020	1979	Asia / Thailand / Bangkok	Human	gisaid_meta_2010.xls
A/BANGKOK/1/1979	A/Bangkok/1/1979	EPI_ISL_1412	1979	Asia / Thailand / Phra Nakhon Si Ayutthaya	Human	gisaid_meta_2010.xls
A/BANGKOK/161/2001	A/Bangkok/161/2001	EPI_ISL_186738	2001-04-24	Asia / Thailand	Human	gisaid_meta_2010.xls
A/BANGKOK/72/1999	A/Bangkok/72/1999	EPI_ISL_3663347	1999-02-24	Asia / Thailand / Bangkok	Human	gisaid_meta_2010.xls
A/BANGLADESH/1001/2020	A/Bangladesh/1001/2020	EPI_ISL_717679	2020-09-05	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/1001/2020	A/Bangladesh/1001/2020	EPI_ISL_959651	2020-09-05	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/1006/2020	A/Bangladesh/1006/2020	EPI_ISL_1064128	2020-09-28	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/1006/2020	A/Bangladesh/1006/2020	EPI_ISL_1519227	2020-08-26	North America / United States	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/2002/2020	A/Bangladesh/2002/2020	EPI_ISL_717682	2020-10-01	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/2002/2020	A/Bangladesh/2002/2020	EPI_ISL_882876	2020-10-01	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/2002/2020	A/Bangladesh/2002/2020	EPI_ISL_959652	2020-10-01	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/2004/2020	A/Bangladesh/2004/2020	EPI_ISL_717685	2020-10-04	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/2004/2020	A/Bangladesh/2004/2020	EPI_ISL_959653	2020-10-04	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/2004/2020	A/Bangladesh/2004/2020	EPI_ISL_965042	2020-10-04	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/2004/2020	A/Bangladesh/2004/2020	EPI_ISL_968773	2020-10-04	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/3005/2020	A/Bangladesh/3005/2020	EPI_ISL_1519246	2020	Oceania / Australia	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/3005/2020	A/Bangladesh/3005/2020	EPI_ISL_16947000	2020-09-05	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/3005/2020	A/Bangladesh/3005/2020	EPI_ISL_717681	2020-09-05	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/3005/2020	A/Bangladesh/3005/2020	EPI_ISL_882879	2020-09-05	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/3005/2020	A/Bangladesh/3005/2020	EPI_ISL_968670	2020-09-05	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/4002/2020	A/Bangladesh/4002/2020	EPI_ISL_1519264	2020	Oceania / Australia	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/4002/2020	A/Bangladesh/4002/2020	EPI_ISL_16947003	2020-10-05	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/4002/2020	A/Bangladesh/4002/2020	EPI_ISL_717689	2020-10-05	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/4002/2020	A/Bangladesh/4002/2020	EPI_ISL_882874	2020-10-05	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/4002/2020	A/Bangladesh/4002/2020	EPI_ISL_968666	2020-10-05	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/4005/2020	A/Bangladesh/4005/2020	EPI_ISL_1296491	2020-10-04	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/4005/2020	A/Bangladesh/4005/2020	EPI_ISL_16947004	2020-10-04	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/4005/2020	A/Bangladesh/4005/2020	EPI_ISL_717674	2020-10-04	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/4005/2020	A/Bangladesh/4005/2020	EPI_ISL_882880	2020-10-04	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/4005/2020	A/Bangladesh/4005/2020	EPI_ISL_959654	2020-10-04	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/5071/2011	A/Bangladesh/5071/2011	EPI_ISL_94768	2011-05-19	Asia / Bangladesh	Human	gisaid_meta_2011-2014.xls
A/BANGLADESH/5071/2011	A/Bangladesh/5071/2011	EPI_ISL_96082	2011-05-19	Asia / Bangladesh	Human	gisaid_meta_2011-2014.xls
A/BANGLADESH/5071/2011	A/Bangladesh/5071/2011	EPI_ISL_99069	2011-05-19	Asia / Bangladesh	Human	gisaid_meta_2011-2014.xls
A/BANGLADESH/5071/2011	A/Bangladesh/5071/2011	EPI_ISL_99070	2011-05-19	Asia / Bangladesh	Human	gisaid_meta_2011-2014.xls
A/BANGLADESH/5071/2011	A/Bangladesh/5071/2011	EPI_ISL_99071	2011-05-19	Asia / Bangladesh	Human	gisaid_meta_2011-2014.xls
A/BANGLADESH/911009/2020	A/Bangladesh/911009/2020	EPI_ISL_1015484	2020-09-03	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/911009/2020	A/Bangladesh/911009/2020	EPI_ISL_16947005	2020-09-03	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/911009/2020	A/Bangladesh/911009/2020	EPI_ISL_2932737	2020-09-03	North America / United States	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/911009/2020	A/Bangladesh/911009/2020	EPI_ISL_717688	2020-09-03	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BANGLADESH/911009/2020	A/Bangladesh/911009/2020	EPI_ISL_968664	2020-09-03	Asia / Bangladesh	Human	gisaid_meta_2020-21.xls
A/BARCELONA/437/2009	A/Barcelona/437/2009	EPI_ISL_61737	2009-01-07	Europe / Spain	Human	gisaid_meta_2010.xls
A/BARCELONA/443/2009	A/Barcelona/443/2009	EPI_ISL_61738	2009-01-09	Europe / Spain	Human	gisaid_meta_2010.xls
A/BARCELONA/V195A/2009	A/Barcelona/V195A/2009	EPI_ISL_61739	2009-01-08	Europe / Spain	Human	gisaid_meta_2010.xls
A/BARCELONA/V256A/2009	A/Barcelona/V256A/2009	EPI_ISL_61740	2009-01-11	Europe / Spain	Human	gisaid_meta_2010.xls
A/BARI/11/2016	A/Bari/11/2016	EPI_ISL_224236	2016-01-11	Europe / Italy / Apulia / Province of Bari	Human	gisaid_meta_2015-2016.xls
A/BARI/11/2016	A/Bari/11/2016	EPI_ISL_224528	2016-01-26	Europe / Italy	Human	gisaid_meta_2015-2016.xls
A/BARNAUL/139/2017	A/Barnaul/139/2017	EPI_ISL_276263	2017-01-31	Europe / Russian Federation	Human	gisaid_meta_2017.xls
A/BASSENORMANDIE/1055/2017	A/Basse_Normandie/1055/2017	EPI_ISL_255682	2017-02-20	Europe / France / Basse-Normandie	Human	gisaid_meta_2017.xls
A/BASSENORMANDIE/1055/2017	A/Basse Normandie/1055/2017	EPI_ISL_276887	2017-02-20	Europe / France	Human	gisaid_meta_2017.xls
A/BASSENORMANDIE/1144/2018	A/Basse_Normandie/1144/2018	EPI_ISL_305446	2018-02-26	Europe / France / Basse-Normandie	Human	gisaid_meta_2018.xls
A/BASSENORMANDIE/1144/2018	A/Basse_Normandie/1144/2018	EPI_ISL_314658	2018-02-26	Europe / France	Human	gisaid_meta_2018.xls
A/BAYERN/1/2014	A/Bayern/1/2014	EPI_ISL_155890	2014-01-20	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/BAYERN/1/2014	A/Bayern/1/2014	EPI_ISL_175522	2014-01-20	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/BAYERN/1/2015	A/Bayern/1/2015	EPI_ISL_171763	2014-12-20	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/BAYERN/113/2019	A/Bayern/113/2019	EPI_ISL_401783	2019-10-10	Europe / Germany	Human	gisaid_meta_2019.xls
A/BAYERN/113/2019	A/Bayern/113/2019	EPI_ISL_406265	2019-10-10	Europe / Germany	Human	gisaid_meta_2019.xls
A/BAYERN/139/2013	A/Bayern/139/2013	EPI_ISL_153155	2013-11-26	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/BAYERN/2/2020	A/Bayern/2/2020	EPI_ISL_407205	2020-01-13	Europe / Germany	Human	gisaid_meta_2020-21.xls
A/BAYERN/2/2020	A/Bayern/2/2020	EPI_ISL_426195	2020-01-13	Europe / Germany	Human	gisaid_meta_2020-21.xls
A/BAYERN/45/2014	A/Bayern/45/2014	EPI_ISL_170268	2014-12-23	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/BAYERN/47/2018	A/Bayern/47/2018	EPI_ISL_312258	2018-04-06	Europe / Germany	Human	gisaid_meta_2018.xls
A/BAYERN/53/2019	A/Bayern/53/2019	EPI_ISL_355009	2019-02-11	Europe / Germany	Human	gisaid_meta_2019.xls
A/BAYERN/76/2016	A/Bayern/76/2016	EPI_ISL_257349	2016-12-13	Europe / Germany	Human	gisaid_meta_2015-2016.xls
A/BAYERN/76/2016	A/Bayern/76/2016	EPI_ISL_259649	2016-12-13	Europe / Germany	Human	gisaid_meta_2015-2016.xls
A/BEHORIRIKA/355/2015	A/Behoririka/355/2015	EPI_ISL_190905	2015-02-04	Africa / Madagascar	Human	gisaid_meta_2015-2016.xls
A/BEIJING/201915554/2018	A/Beijing/2019-15554/2018	EPI_ISL_344170	2018-12-25	Asia / China / Beijing	Human	gisaid_meta_2018.xls
A/BEIJING/201915554/2018	A/Beijing/2019-15554/2018	EPI_ISL_344171	2018-12-25	Asia / China / Beijing	Human	gisaid_meta_2018.xls
A/BEIJING/201915554/2018	A/Beijing/2019-15554/2018	EPI_ISL_353442	2018-12-25	Asia / China	Human	gisaid_meta_2018.xls
A/BEIJING/201915554/2018	A/Beijing/2019-15554/2018	EPI_ISL_355689	2018-12-25	Asia / China	Human	gisaid_meta_2018.xls
A/BEIJING/201915554/2018	A/Beijing/2019-15554/2018	EPI_ISL_355691	2018-12-25	Asia / China	Human	gisaid_meta_2018.xls
A/BEIJING/201915554/2018	A/Beijing/2019-15554/2018	EPI_ISL_355775	2018-12-25	Asia / China	Human	gisaid_meta_2018.xls
A/BEIJING/201915554/2018	A/Beijing/2019-15554/2018	EPI_ISL_355884	2018-12-25	Asia / China	Human	gisaid_meta_2018.xls
A/BEIJING/352/1989	A/Beijing/352/1989	EPI_ISL_110905	1989	Asia / China	Human	gisaid_meta_2010.xls
A/BEIJING/352/1989	A/Beijing/352/1989	EPI_ISL_8277	1989	Asia / China	Laboratory derived	gisaid_meta_2010.xls
A/BEIJINGCHAOYANG/12841/2018	A/Beijing-Chaoyang/12841/2018	EPI_ISL_334516	2018-11-26	Asia / China / Beijing	Human	gisaid_meta_2018.xls
A/BEIJINGCHAOYANG/12841/2018	A/Beijing-Chaoyang/12841/2018	EPI_ISL_342256	2018-11-26	Asia / China	Human	gisaid_meta_2018.xls
A/BEIJINGCHAOYANG/12841/2018	A/Beijing-Chaoyang/12841/2018	EPI_ISL_344421	2018-11-26	Asia / China	Human	gisaid_meta_2018.xls
A/BEIJINGCHAOYANG/12841/2018	A/Beijing-Chaoyang/12841/2018	EPI_ISL_362247	2018-11-26	Asia / China	Human	gisaid_meta_2018.xls
A/BEIJINGHUAIROU/1557/2018	A/Beijing-Huairou/1557/2018	EPI_ISL_330017	2018-03-05	Asia / China	Human	gisaid_meta_2018.xls
A/BEIJINGHUAIROU/1557/2018	A/Beijing-Huairou/1557/2018	EPI_ISL_330929	2018-03-05	Asia / China	Human	gisaid_meta_2018.xls
A/BEIJINGHUAIROU/1557/2018	A/Beijing-Huairou/1557/2018	EPI_ISL_334628	2018-03-05	Asia / China / Beijing	Human	gisaid_meta_2018.xls
A/BEIJINGHUAIROU/1557/2018	A/Beijing-Huairou/1557/2018	EPI_ISL_335119	2018-03-05	Asia / China / Beijing	Human	gisaid_meta_2018.xls
A/BEIJINGXICHENG/13100/2014	A/Beijing-Xicheng/13100/2014	EPI_ISL_169739	2014-08-04	Asia / China / Beijing	Human	gisaid_meta_2011-2014.xls
A/BEIJINGXICHENG/13100/2014	A/Beijing-Xicheng/13100/2014	EPI_ISL_171348	2014-08-04	Asia / China	Human	gisaid_meta_2011-2014.xls
A/BEIRUT/331/2020	A/Beirut/331/2020	EPI_ISL_455553	2020-02-25	Asia / Lebanon	Human	gisaid_meta_2020-21.xls
A/BEIRUT/331/2020	A/Beirut/331/2020	EPI_ISL_498293	2020-02-25	Asia / Lebanon	Human	gisaid_meta_2020-21.xls
A/BEIRUT/421/2020	A/Beirut/421/2020	EPI_ISL_529039	2020-03-05	Asia / Lebanon	Human	gisaid_meta_2020-21.xls
A/BELARUS/1136/2017	A/Belarus/1136/2017	EPI_ISL_257351	2017-01-13	Europe / Belarus	Human	gisaid_meta_2017.xls
A/BELARUS/1140/2017	A/Belarus/1140/2017	EPI_ISL_257353	2017-01-15	Europe / Belarus	Human	gisaid_meta_2017.xls
A/BELARUS/1146/2017	A/Belarus/1146/2017	EPI_ISL_257355	2017-01-14	Europe / Belarus	Human	gisaid_meta_2017.xls
A/BELARUS/1147/2017	A/Belarus/1147/2017	EPI_ISL_257356	2017-01-14	Europe / Belarus	Human	gisaid_meta_2017.xls
A/BELGIUM/13G1308/2013	A/Belgium/13G1308/2013	EPI_ISL_155891	2013-12-10	Europe / Belgium	Human	gisaid_meta_2011-2014.xls
A/BELGIUM/13G1319/2013	A/Belgium/13G1319/2013	EPI_ISL_154740	2013-12-12	Europe / Belgium	Human	gisaid_meta_2011-2014.xls
A/BELGIUM/13G1326/2013	A/Belgium/13G1326/2013	EPI_ISL_154741	2013-12-19	Europe / Belgium	Human	gisaid_meta_2011-2014.xls
A/BELGIUM/13G1334/2013	A/Belgium/13G1334/2013	EPI_ISL_154742	2013-12-16	Europe / Belgium	Human	gisaid_meta_2011-2014.xls
A/BELGIUM/13G1346/2013	A/Belgium/13G1346/2013	EPI_ISL_154743	2013-12-27	Europe / Belgium	Human	gisaid_meta_2011-2014.xls
A/BELGIUM/14G0001/2014	A/Belgium/14G0001/2014	EPI_ISL_154744	2014-01-03	Europe / Belgium	Human	gisaid_meta_2011-2014.xls
A/BELGIUM/14S0265/2014	A/Belgium/14S0265/2014	EPI_ISL_163093	2014-03-07	Europe / Belgium	Human	gisaid_meta_2011-2014.xls
A/BELGIUM/G0023/2019	A/Belgium/G0023/2019	EPI_ISL_344063	2019-01-03	Europe / Belgium	Human	gisaid_meta_2019.xls
A/BELGIUM/G0023/2019	A/Belgium/G0023/2019	EPI_ISL_353982	2019-01-03	Europe / Belgium	Human	gisaid_meta_2019.xls
A/BELGIUM/G0023/2019	A/Belgium/G0023/2019	EPI_ISL_355244	2019-01-03	Europe / Belgium	Human	gisaid_meta_2019.xls
A/BELGIUM/G0023/2019	A/Belgium/G0023/2019	EPI_ISL_357826	2019-01-03	Europe / Belgium	Human	gisaid_meta_2019.xls
A/BELGIUM/G0023/2019	A/Belgium/G0023/2019	EPI_ISL_391202	2019-01-03	Europe / Belgium	Human	gisaid_meta_2019.xls
A/BELGIUM/G0023/2019	A/Belgium/G0023/2019	EPI_ISL_391203	2019-01-03	Europe / Belgium	Human	gisaid_meta_2019.xls
A/BELGIUM/G0024/2017	A/Belgium/G0024/2017	EPI_ISL_264026	2017-01-03	Europe / Belgium	Human	gisaid_meta_2017.xls
A/BELGIUM/G0042/2017	A/Belgium/G0042/2017	EPI_ISL_264029	2017-01-05	Europe / Belgium	Human	gisaid_meta_2017.xls
A/BELGIUM/G0044/2013	A/Belgium/G0044 /2013	EPI_ISL_136363	2013-01-07	Europe / Belgium	Human	gisaid_meta_2011-2014.xls
A/BELGIUM/G0214/2020	A/Belgium/G0214/2020	EPI_ISL_477418	2020-02-05	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/G0214/2020	A/Belgium/G0214/2020	EPI_ISL_477419	2020-02-05	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/G0229/2020	A/Belgium/G0229/2020	EPI_ISL_477420	2020-02-03	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/G0229/2020	A/Belgium/G0229/2020	EPI_ISL_485719	2020-02-03	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/G0270/2020	A/Belgium/G0270/2020	EPI_ISL_477423	2020-02-10	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/G0270/2020	A/Belgium/G0270/2020	EPI_ISL_485720	2020-02-10	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/G0274/2020	A/Belgium/G0274/2020	EPI_ISL_477424	2020-02-10	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/G0274/2020	A/Belgium/G0274/2020	EPI_ISL_485721	2020-02-10	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/G0275/2020	A/Belgium/G0275/2020	EPI_ISL_477425	2020-02-10	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/G0275/2020	A/Belgium/G0275/2020	EPI_ISL_485722	2020-02-10	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/G0506/2019	A/Belgium/G0506/2019	EPI_ISL_426196	2019-11-28	Europe / Belgium	Human	gisaid_meta_2019.xls
A/BELGIUM/G0514/2019	A/Belgium/G0514/2019	EPI_ISL_406268	2019-12-10	Europe / Belgium	Human	gisaid_meta_2019.xls
A/BELGIUM/G0514/2019	A/Belgium/G0514/2019	EPI_ISL_426197	2019-12-10	Europe / Belgium	Human	gisaid_meta_2019.xls
A/BELGIUM/G0528/2019	A/Belgium/G0528/2019	EPI_ISL_406325	2019-12-19	Europe / Belgium	Human	gisaid_meta_2019.xls
A/BELGIUM/G0528/2019	A/Belgium/G0528/2019	EPI_ISL_426198	2019-12-19	Europe / Belgium	Human	gisaid_meta_2019.xls
A/BELGIUM/G0542/2019	A/Belgium/G0542/2019	EPI_ISL_406326	2019-12-23	Europe / Belgium	Human	gisaid_meta_2019.xls
A/BELGIUM/G0542/2019	A/Belgium/G0542/2019	EPI_ISL_426199	2019-12-23	Europe / Belgium	Human	gisaid_meta_2019.xls
A/BELGIUM/G0687/2016	A/Belgium/G0687/2016	EPI_ISL_243108	2016-11-25	Europe / Belgium	Human	gisaid_meta_2015-2016.xls
A/BELGIUM/G589/2014	A/Belgium/G589/2014	EPI_ISL_170271	2014-10-22	Europe / Belgium	Human	gisaid_meta_2011-2014.xls
A/BELGIUM/G678/2014	A/Belgium/G678/2014	EPI_ISL_13017065	2014-12-04	Europe / Belgium	Human	gisaid_meta_2011-2014.xls
A/BELGIUM/G678/2014	A/Belgium/G678/2014	EPI_ISL_170274	2014-12-04	Europe / Belgium	Human	gisaid_meta_2011-2014.xls
A/BELGIUM/H0017/2020	A/Belgium/H0017/2020	EPI_ISL_477437	2020-02-09	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/H0017/2020	A/Belgium/H0017/2020	EPI_ISL_477438	2020-02-09	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/H23/2017	A/Belgium/H23/2017	EPI_ISL_274505	2017-01-29	Europe / Belgium	Human	gisaid_meta_2017.xls
A/BELGIUM/H25/2017	A/Belgium/H25/2017	EPI_ISL_274507	2017-01-25	Europe / Belgium	Human	gisaid_meta_2017.xls
A/BELGIUM/H80/2014	A/Belgium/H80/2014	EPI_ISL_170275	2014-09-29	Europe / Belgium	Human	gisaid_meta_2011-2014.xls
A/BELGIUM/S0275/2019	A/Belgium/S0275/2019	EPI_ISL_344072	2019-01-15	Europe / Belgium	Human	gisaid_meta_2019.xls
A/BELGIUM/S0275/2019	A/Belgium/S0275/2019	EPI_ISL_355021	2019-01-15	Europe / Belgium	Human	gisaid_meta_2019.xls
A/BELGIUM/S0571/2020	A/Belgium/S0571/2020	EPI_ISL_477461	2020-02-03	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S0571/2020	A/Belgium/S0571/2020	EPI_ISL_485723	2020-02-03	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S0710/2020	A/Belgium/S0710/2020	EPI_ISL_477470	2020-02-08	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S0710/2020	A/Belgium/S0710/2020	EPI_ISL_477471	2020-02-08	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S0734/2020	A/Belgium/S0734/2020	EPI_ISL_477472	2020-02-10	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S0734/2020	A/Belgium/S0734/2020	EPI_ISL_485724	2020-02-10	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S0751/2020	A/Belgium/S0751/2020	EPI_ISL_477473	2020-02-01	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S0751/2020	A/Belgium/S0751/2020	EPI_ISL_477474	2020-02-01	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S0826/2020	A/Belgium/S0826/2020	EPI_ISL_477475	2020-02-12	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S0826/2020	A/Belgium/S0826/2020	EPI_ISL_477476	2020-02-12	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S0831/2020	A/Belgium/S0831/2020	EPI_ISL_477477	2020-02-11	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S0831/2020	A/Belgium/S0831/2020	EPI_ISL_485725	2020-02-11	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S0878/2020	A/Belgium/S0878/2020	EPI_ISL_477479	2020-02-14	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S0878/2020	A/Belgium/S0878/2020	EPI_ISL_477480	2020-02-14	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S0900/2020	A/Belgium/S0900/2020	EPI_ISL_485726	2020-02-11	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S1003/2020	A/Belgium/S1003/2020	EPI_ISL_477484	2020-02-19	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S1003/2020	A/Belgium/S1003/2020	EPI_ISL_485727	2020-02-19	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S1081/2020	A/Belgium/S1081/2020	EPI_ISL_477487	2020-02-24	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S1081/2020	A/Belgium/S1081/2020	EPI_ISL_477488	2020-02-24	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S1258/2020	A/Belgium/S1258/2020	EPI_ISL_477494	2020-02-07	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGIUM/S1258/2020	A/Belgium/S1258/2020	EPI_ISL_485728	2020-02-07	Europe / Belgium	Human	gisaid_meta_2020-21.xls
A/BELGOROD/2/2016	A/Belgorod/2/2016	EPI_ISL_248401	2016-12-13	Europe / Russian Federation	Human	gisaid_meta_2015-2016.xls
A/BELGRADE/1420/2012	A/Belgrade/1420/2012	EPI_ISL_128016	2012-03-26	Europe / Serbia	Human	gisaid_meta_2011-2014.xls
A/BELGRADE/1470/2012	A/Belgrade/1470/2012	EPI_ISL_128017	2012-03-27	Europe / Serbia	Human	gisaid_meta_2011-2014.xls
A/BELGRADE/1544/2012	A/Belgrade/1544/2012	EPI_ISL_128018	2012-03-30	Europe / Serbia	Human	gisaid_meta_2011-2014.xls
A/BELGRADE/1545/2012	A/Belgrade/1545/2012	EPI_ISL_128019	2012-03-30	Europe / Serbia	Human	gisaid_meta_2011-2014.xls
A/BELGRADE/1741/2012	A/Belgrade/1741/2012	EPI_ISL_128020	2012-04-11	Europe / Serbia	Human	gisaid_meta_2011-2014.xls
A/BELGRADE/449/2012	A/Belgrade/449/2012	EPI_ISL_128021	2012-02-02	Europe / Serbia	Human	gisaid_meta_2011-2014.xls
A/BELGRADE/898/2012	A/Belgrade/898/2012	EPI_ISL_128022	2012-03-06	Europe / Serbia	Human	gisaid_meta_2011-2014.xls
A/BEOGRAD/1549/2012	A/Beograd/1549/2012	EPI_ISL_128023	2012-04-02	Europe / Serbia	Human	gisaid_meta_2011-2014.xls
A/BEOGRAD/1607/2012	A/Beograd/1607/2012	EPI_ISL_128024	2012-04-04	Europe / Serbia	Human	gisaid_meta_2011-2014.xls
A/BERLIN/1/2015	A/Berlin/1/2015	EPI_ISL_170631	2015-01-06	Europe / Germany	Human	gisaid_meta_2015-2016.xls
A/BERLIN/165/2012	A/Berlin/165/2012	EPI_ISL_134159	2012-12-05	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/BERLIN/165/2012	A/Berlin/165/2012	EPI_ISL_141666	2012-12-05	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/BERLIN/165/2012	A/Berlin/165/2012	EPI_ISL_175501	2012-12-05	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/BERLIN/21/2020	A/Berlin/21/2020	EPI_ISL_413431	2020-01-28	Europe / Germany	Human	gisaid_meta_2020-21.xls
A/BERLIN/21/2020	A/Berlin/21/2020	EPI_ISL_426200	2020-01-28	Europe / Germany	Human	gisaid_meta_2020-21.xls
A/BERLIN/215/2013	A/Berlin/215/2013	EPI_ISL_153706	2013-12-10	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/BERLIN/215/2013	A/Berlin/215/2013	EPI_ISL_175533	2013-12-10	Europe / Germany	Human	gisaid_meta_2011-2014.xls
